symbol,exchange,shares_outstanding,public_float,short_interest_date,shares_sold_short,change_from_last,percent_of_float
ICL,NYSE,1280000000.0,627960000.0,12/31/20,561421.0,18.06,0.09
ICLK,NASDAQ,80770000.0,,12/31/20,1000000.0,-2.05,
ICLN,NASDAQ,207900000.0,,12/31/20,5250000.0,-9.21,
ICLR,NASDAQ,52780000.0,52040000.0,12/31/20,687542.0,-1.25,1.32
ICMB,NASDAQ,13910000.0,,12/31/20,45612.0,43.26,
ICOL,ARCA,2100000.0,,12/31/20,91717.0,234.72,
ICON,NASDAQ,13170000.0,11710000.0,12/31/20,56566.0,-48.28,0.48
ICPT,NASDAQ,32990000.0,27660000.0,12/31/20,7330000.0,12.38,26.5
ICUI,NASDAQ,20980000.0,19620000.0,12/31/20,464837.0,48.29,2.37
ID,AMEX,20910000.0,3640000.0,12/31/20,106188.0,1009.94,2.92
IDA,NYSE,50460000.0,50190000.0,12/31/20,623190.0,-4.73,1.24
IDCC,NASDAQ,30810000.0,30380000.0,12/31/20,1550000.0,-0.16,5.09
IDE,NYSE,,,12/31/20,17967.0,122.01,
IDEV,ARCA,73050000.0,,12/31/20,35685.0,-90.29,
IDEX,NASDAQ,314380000.0,269390000.0,12/31/20,36470000.0,17.44,13.54
IDHQ,ARCA,3350000.0,,12/31/20,23543.0,-24.06,
IDIV,ARCA,2100000.0,,12/31/20,9664.0,102.35,
IDLB,NASDAQ,250001.0,,12/31/20,,,
IDLV,ARCA,26750000.0,,12/31/20,6465.0,-46.01,
IDMO,ARCA,250000.0,,12/31/20,1725.0,440.75,
IDN,NASDAQ,18410000.0,16020000.0,12/31/20,350201.0,-6.35,2.19
IDNA,ARCA,5200000.0,,12/31/20,3417.0,-92.76,
IDOG,ARCA,5900000.0,,12/31/20,1934.0,-82.35,
IDRA,NASDAQ,38000000.0,25660000.0,12/31/20,266068.0,34.38,1.04
IDRV,ARCA,4500000.0,,12/31/20,35704.0,692.01,
IDT,NYSE,23940000.0,20600000.0,12/31/20,496189.0,9.8,2.41
IDU,ARCA,10050000.0,,12/31/20,37151.0,116.64,
IDX,ARCA,1750000.0,,12/31/20,35852.0,-15.28,
IDXG,NASDAQ,4040000.0,3780000.0,12/31/20,123021.0,21.13,3.26
IDXX,NASDAQ,85300000.0,84370000.0,12/31/20,773211.0,12.95,0.92
IDYA,NASDAQ,29070000.0,19190000.0,12/31/20,837950.0,21.59,4.37
IEA,NASDAQ,22790000.0,19660000.0,12/31/20,1700000.0,57.74,8.67
IEC,NASDAQ,10500000.0,9980000.0,12/31/20,21921.0,84.19,0.22
IEF,NASDAQ,120400000.0,,12/31/20,4210000.0,-27.6,
IEI,NASDAQ,85400000.0,,12/31/20,367661.0,-21.0,
IEMG,ARCA,1150000000.0,,12/31/20,17520000.0,-50.06,
IEP,NASDAQ,232080000.0,231440000.0,12/31/20,142588.0,-67.17,0.06
IESC,NASDAQ,20770000.0,19800000.0,12/31/20,149338.0,18.07,0.75
IEUR,ARCA,76100000.0,,12/31/20,159357.0,-79.2,
IEUS,NASDAQ,2750000.0,,12/31/20,26509.0,-49.29,
IEV,ARCA,33450000.0,,12/31/20,109637.0,5.02,
IEX,NYSE,75710000.0,75500000.0,12/31/20,702989.0,-17.1,0.93
IEZ,ARCA,11600000.0,,12/31/20,36265.0,-83.33,
IFF,NYSE,106930000.0,106650000.0,12/31/20,19880000.0,4.3,18.64
IFFT,NYSE,,,12/31/20,14527.0,-63.43,
IFGL,NASDAQ,9200000.0,,12/31/20,45266.0,11.24,
IFMK,NASDAQ,30230000.0,504304.0,12/31/20,553811.0,-0.52,109.82
IFN,NYSE,26900000.0,,12/31/20,12035.0,-74.56,
IFRX,NASDAQ,,19440000.0,12/31/20,413263.0,-37.68,2.13
IFS,NYSE,,33920000.0,12/31/20,39679.0,-57.1,0.12
IFV,NASDAQ,12200000.0,,12/31/20,18812.0,-83.35,
IG,ARCA,12250000.0,,12/31/20,3926.0,102.89,
IGA,NYSE,18300000.0,,12/31/20,69668.0,283.34,
IGAC,NASDAQ,30000000.0,,12/31/20,14093.0,-93.48,
IGACU,NASDAQ,30000000.0,,12/31/20,7251.0,-46.27,
IGBH,ARCA,25000000.0,,12/31/20,27884.0,27.66,
IGC,AMEX,41300000.0,35330000.0,12/31/20,2510000.0,4.07,7.1
IGD,NYSE,97080000.0,,12/31/20,54571.0,184.27,
IGF,NASDAQ,68900000.0,,12/31/20,339355.0,-10.82,
IGI,NYSE,10840000.0,,12/31/20,21671.0,58.45,
IGIB,NASDAQ,179950000.0,,12/31/20,409567.0,-39.93,
IGIC,NASDAQ,48450000.0,19480000.0,12/31/20,225327.0,11.61,1.16
IGLB,ARCA,35200000.0,,12/31/20,957497.0,-29.85,
IGM,ARCA,9050000.0,,12/31/20,100050.0,74.11,
IGMS,NASDAQ,25160000.0,14210000.0,12/31/20,2560000.0,17.82,18.0
IGN,ARCA,950000.0,,12/31/20,5940.0,-15.08,
IGOV,NASDAQ,21350000.0,,12/31/20,318368.0,-25.77,
IGR,NYSE,116590000.0,,12/31/20,80305.0,92.09,
IGSB,NASDAQ,407500000.0,,12/31/20,1920000.0,30.48,
IGT,NYSE,204860000.0,99220000.0,12/31/20,4210000.0,-21.67,4.24
IH,NYSE,23470000.0,,12/31/20,34173.0,118.62,
IHAK,ARCA,7900000.0,,12/31/20,4765.0,-95.19,
IHC,NYSE,14640000.0,4700000.0,12/31/20,57343.0,-3.81,1.22
IHD,NYSE,,,12/31/20,9263.0,-59.48,
IHDG,ARCA,21750000.0,,12/31/20,14590.0,-56.96,
IHE,ARCA,2000000.0,,12/31/20,12793.0,-62.08,
IHF,ARCA,4750000.0,,12/31/20,19193.0,-49.79,
IHG,NYSE,182660000.0,181870000.0,12/31/20,341438.0,-22.1,0.19
IHI,ARCA,26400000.0,,12/31/20,485659.0,-11.23,
IHIT,NYSE,24030000.0,,12/31/20,79601.0,422.49,
IHRT,NASDAQ,63530000.0,62450000.0,12/31/20,8010000.0,-0.25,12.82
IHT,AMEX,9270000.0,3050000.0,12/31/20,38154.0,-24.53,1.25
IHTA,NYSE,8780000.0,,12/31/20,5593.0,-66.89,
IHY,ARCA,4000000.0,,12/31/20,8242.0,12.53,
IHYF,NASDAQ,1080000.0,,12/31/20,,,
IIAC,NYSE,40250000.0,,,,,
IID,NYSE,8420000.0,,12/31/20,1594.0,148.29,
IIF,NYSE,13320000.0,,12/31/20,6420.0,304.79,
IIGD,ARCA,3400000.0,,12/31/20,1524.0,-62.39,
IIGV,ARCA,1400000.0,,12/31/20,5242.0,9.83,
III,NASDAQ,48020000.0,29940000.0,12/31/20,295190.0,6.41,0.99
IIIIU,NASDAQ,25000000.0,,12/31/20,4524.0,,
IIIN,NASDAQ,19310000.0,18370000.0,12/31/20,231336.0,-7.89,1.26
IIIV,NASDAQ,18920000.0,17090000.0,12/31/20,1290000.0,13.83,7.54
IIM,NYSE,47060000.0,,12/31/20,9050.0,-79.04,
IIN,NASDAQ,8930000.0,8230000.0,12/31/20,340947.0,-6.7,4.14
IIPR,NYSE,21700000.0,23420000.0,12/31/20,1840000.0,2.03,7.86
IIPR.PRA,NYSE,,,12/31/20,1538.0,-5.41,
IIVI,NASDAQ,103730000.0,102060000.0,12/31/20,12520000.0,-3.16,12.27
IIVIP,NASDAQ,2300000.0,,12/31/20,647.0,175.32,
IJAN,ARCA,3150000.0,,12/31/20,237138.0,-5.91,
IJH,ARCA,232950000.0,,12/31/20,964985.0,36.46,
IJJ,ARCA,68200000.0,,12/31/20,6643.0,-74.68,
IJK,ARCA,105250000.0,,12/31/20,109125.0,-0.22,
IJR,ARCA,620800000.0,,12/31/20,8970000.0,3.49,
IJS,ARCA,82100000.0,,12/31/20,24801.0,-75.13,
IJT,NASDAQ,48450000.0,,12/31/20,140293.0,36.11,
IJUL,ARCA,2630000.0,,12/31/20,549.0,-79.26,
IKNX,NASDAQ,,660245.0,12/31/20,3892.0,41.84,0.59
IKT,NASDAQ,10090000.0,3360000.0,12/31/20,23214.0,0.0,0.69
ILF,ARCA,54250000.0,,12/31/20,1530000.0,-58.6,
ILMN,NASDAQ,146000000.0,145510000.0,12/31/20,4980000.0,-4.56,3.42
ILPT,NASDAQ,65300000.0,64379999.0,12/31/20,794926.0,-8.25,1.23
ILTB,ARCA,6000000.0,,12/31/20,17603.0,-84.01,
IMAB,NASDAQ,70500000.0,,12/31/20,916195.0,2.78,
IMAC,NASDAQ,11840000.0,7100000.0,12/31/20,154277.0,-6.63,2.17
IMAX,NYSE,58860000.0,49060000.0,12/31/20,4110000.0,-4.02,8.37
IMBI,NASDAQ,13020000.0,8289999.0,12/31/20,58654.0,67.02,0.71
IMGN,NASDAQ,187530000.0,186370000.0,12/31/20,27240000.0,19.5,14.61
IMH,AMEX,21230000.0,11680000.0,12/31/20,101301.0,38.73,0.87
IMKTA,NASDAQ,14210000.0,14040000.0,12/31/20,1480000.0,5.56,10.55
IMMP,NASDAQ,49290000.0,,12/31/20,31127.0,-96.88,
IMMR,NASDAQ,26940000.0,24790000.0,12/31/20,2180000.0,35.47,8.77
IMNM,NASDAQ,10540000.0,8029999.0,12/31/20,27755.0,727.52,0.35
IMO,AMEX,734080000.0,222940000.0,12/31/20,13830000.0,0.4,6.2
IMOS,NASDAQ,,,12/31/20,12272.0,-20.05,
IMPX,NYSE,40000000.0,,12/31/20,381352.0,-21.08,
IMRA,NASDAQ,17320000.0,9860000.0,12/31/20,517981.0,9.47,5.25
IMRN,NASDAQ,5670000.0,,12/31/20,25010.0,53.34,
IMTB,ARCA,2400000.0,,12/31/20,278.0,-73.22,
IMTE,NASDAQ,6210000.0,4740000.0,12/31/20,70143.0,7898.06,1.48
IMTM,ARCA,18400000.0,,12/31/20,70959.0,-31.34,
IMTX,NASDAQ,62910000.0,29710000.0,12/31/20,872260.0,1.0,2.94
IMUX,NASDAQ,20720000.0,13560000.0,12/31/20,931650.0,34.66,6.87
IMV,NASDAQ,67090000.0,59050000.0,12/31/20,726940.0,1.01,1.23
IMVT,NASDAQ,97970000.0,40390000.0,12/31/20,2750000.0,117.72,6.8
IMXI,NASDAQ,38070000.0,30330000.0,12/31/20,843811.0,27.39,2.78
INAQ,NASDAQ,23540000.0,,12/31/20,763827.0,-26.77,
INAQU,NASDAQ,23540000.0,,12/31/20,1521.0,-54.01,
INBK,NASDAQ,9800000.0,9140000.0,12/31/20,125138.0,17.11,1.37
INBKL,NASDAQ,,,12/31/20,471.0,563.38,
INBKZ,NASDAQ,,,12/31/20,107.0,-83.71,
INBX,NASDAQ,37710000.0,22200000.0,12/31/20,660190.0,112.43,2.97
INCO,ARCA,1800000.0,,12/31/20,6467.0,-72.46,
INCY,NASDAQ,219000000.0,216960000.0,12/31/20,4900000.0,3.03,2.26
INDB,NASDAQ,32970000.0,32520000.0,12/31/20,807816.0,5.27,2.48
INDF,ARCA,75002.0,,12/31/20,655.0,-39.01,
INDL,ARCA,2700000.0,,12/31/20,118792.0,206.1,
INDO,AMEX,7410000.0,1410000.0,12/31/20,4424.0,85.57,0.31
INDS,ARCA,4050000.0,,12/31/20,15624.0,-38.86,
INDT,NASDAQ,5660000.0,3290000.0,12/31/20,56077.0,35.88,1.7
INDY,NASDAQ,15650000.0,,12/31/20,66885.0,-57.18,
INFI,NASDAQ,64209999.0,62110000.0,12/31/20,551505.0,26.45,0.89
INFL,ARCA,450000.0,,,,,
INFN,NASDAQ,193070000.0,188660000.0,12/31/20,30290000.0,13.12,16.06
INFO,NYSE,396490000.0,394150000.0,12/31/20,3320000.0,57.57,0.84
INFR,NASDAQ,299966.0,,12/31/20,1907.0,-18.12,
INFU,AMEX,20240000.0,18100000.0,12/31/20,268718.0,51.33,1.48
INFY,NYSE,4260000000.0,4260000000.0,12/31/20,25230000.0,-1.67,0.59
ING,NYSE,3900000000.0,3900000000.0,12/31/20,1560000.0,-25.23,0.04
INGN,NASDAQ,22120000.0,18310000.0,12/31/20,1170000.0,-12.74,6.39
INGR,NYSE,66989999.0,64660000.0,12/31/20,1620000.0,-16.08,2.5
INKAU,NASDAQ,17250000.0,,,,,
INKM,ARCA,3550000.0,,12/31/20,657.0,-91.26,
INM,NASDAQ,7000000.0,6940000.0,12/31/20,131070.0,38.47,1.89
INMB,NASDAQ,13630000.0,6690000.0,12/31/20,564266.0,15.8,8.44
INMD,NASDAQ,35610000.0,15710000.0,12/31/20,1500000.0,-5.28,9.56
INN,NYSE,105700000.0,103090000.0,12/31/20,2160000.0,1.09,2.09
INN.PRD,NYSE,,,12/31/20,111.0,-76.23,
INN.PRE,NYSE,,,12/31/20,1958.0,99.19,
INO,NASDAQ,169410000.0,166100000.0,12/31/20,56140000.0,6.81,33.8
INOD,NASDAQ,24740000.0,22200000.0,12/31/20,304276.0,53.06,1.37
INOV,NASDAQ,77070000.0,73630000.0,12/31/20,4380000.0,18.26,5.95
INPX,NASDAQ,50180000.0,49860000.0,12/31/20,2960000.0,7.91,5.94
INS,AMEX,8930000.0,7310000.0,12/31/20,924139.0,0.1,12.64
INSE,NASDAQ,23030000.0,14610000.0,12/31/20,131167.0,-1.63,0.9
INSG,NASDAQ,98880000.0,97690000.0,12/31/20,23420000.0,-12.65,23.98
INSI,NYSE,10710000.0,,12/31/20,10705.0,427.6,
INSM,NASDAQ,101870000.0,98730000.0,12/31/20,9170000.0,-4.37,9.28
INSP,NYSE,26940000.0,26130000.0,12/31/20,782923.0,3.77,3.0
INSW,NYSE,27980000.0,27440000.0,12/31/20,1380000.0,-0.06,5.04
INSW.PRA,NYSE,,,12/31/20,319.0,-46.02,
INT,NYSE,63500000.0,61620000.0,12/31/20,1880000.0,51.4,3.05
INTC,NASDAQ,4099999999.0,4099999999.0,12/31/20,68240000.0,-7.09,1.67
INTF,ARCA,34300000.0,,12/31/20,72703.0,376.77,
INTG,NASDAQ,2280000.0,670534.0,12/31/20,7513.0,4.39,1.12
INTT,AMEX,10530000.0,8880000.0,12/31/20,6180.0,61.19,0.07
INTU,NASDAQ,274050000.0,266279999.0,12/31/20,2009999.0,-8.52,0.76
INTZ,NASDAQ,17390000.0,10550000.0,12/31/20,190526.0,78.1,1.81
INUV,AMEX,111470000.0,81750000.0,12/31/20,2900000.0,-20.26,3.55
INVA,NASDAQ,101390000.0,68980000.0,12/31/20,10220000.0,9.13,14.81
INVE,NASDAQ,18020000.0,16820000.0,12/31/20,61796.0,-42.85,0.37
INVH,NYSE,560530000.0,559000000.0,12/31/20,10460000.0,-8.17,1.87
INVO,NASDAQ,9560000.0,8300000.0,12/31/20,32981.0,99.57,0.4
INZY,NASDAQ,23370000.0,7010000.0,12/31/20,541032.0,58.71,7.72
IO,NYSE,14990000.0,11170000.0,12/31/20,910092.0,-7.72,8.14
IONS,NASDAQ,139700000.0,132970000.0,12/31/20,7780000.0,7.64,5.85
IOO,ARCA,44800000.0,,12/31/20,178828.0,287.66,
IOR,AMEX,4170000.0,512331.0,12/31/20,294.0,53.13,0.06
IOSP,NASDAQ,24580000.0,24240000.0,12/31/20,455807.0,35.58,1.88
IOVA,NASDAQ,146690000.0,136990000.0,12/31/20,15530000.0,-5.39,11.34
IP,NYSE,393100000.0,391080000.0,12/31/20,6750000.0,-19.77,1.73
IPA,NASDAQ,16810000.0,14040000.0,12/31/20,1978.0,,0.01
IPAC,ARCA,16900000.0,,12/31/20,186588.0,1.96,
IPAR,NASDAQ,31540000.0,17590000.0,12/31/20,493730.0,11.91,2.81
IPAY,ARCA,16200000.0,,12/31/20,246368.0,-10.39,
IPB,AMEX,,,12/31/20,3599.0,2416.78,
IPDN,NASDAQ,12820000.0,5740000.0,12/31/20,234475.0,21.26,4.08
IPG,NYSE,390030000.0,387150000.0,12/31/20,15340000.0,-5.39,3.96
IPGP,NASDAQ,53260000.0,34680000.0,12/31/20,990829.0,-3.3,2.86
IPHA,NASDAQ,78980000.0,,12/31/20,23719.0,-52.44,
IPHI,NASDAQ,52110000.0,51320000.0,12/31/20,2360000.0,-8.37,4.59
IPI,NYSE,13290000.0,7810000.0,12/31/20,221797.0,-8.57,2.84
IPKW,NASDAQ,2800000.0,,12/31/20,1680.0,-31.93,
IPLDP,NASDAQ,,,12/31/20,32081.0,4.47,
IPO,ARCA,12200000.0,,12/31/20,266818.0,19.81,
IPOD,NYSE,46000000.0,,12/31/20,561717.0,73.88,
IPOE,NYSE,80500000.0,,12/31/20,164409.0,-73.54,
IPOF,NYSE,115000000.0,,12/31/20,596385.0,2182.99,
IPOS,ARCA,950001.0,,12/31/20,6200.0,117.62,
IPV,NYSE,30270000.0,30960000.0,12/31/20,62851.0,429.41,0.2
IPWR,NASDAQ,2980000.0,2530000.0,12/31/20,1736.0,-47.19,0.07
IQ,NASDAQ,332550000.0,321850000.0,12/31/20,44370000.0,2.53,13.79
IQDE,ARCA,3000000.0,,12/31/20,1447.0,224.44,
IQDF,ARCA,21600000.0,,12/31/20,63178.0,-35.68,
IQDY,ARCA,1100000.0,,12/31/20,3314.0,153.56,
IQI,NYSE,52880000.0,,12/31/20,30425.0,37.47,
IQIN,ARCA,8250000.0,,12/31/20,682.0,11.26,
IQLT,ARCA,75400000.0,,12/31/20,890488.0,-20.27,
IQSI,ARCA,4850000.0,,12/31/20,3758.0,-97.45,
IQSU,ARCA,10200000.0,,12/31/20,19791.0,266.36,
IQV,NYSE,191730000.0,189770000.0,12/31/20,2080000.0,6.43,1.1
IR,NYSE,417660000.0,371420000.0,12/31/20,4690000.0,-31.47,1.26
IRBO,ARCA,7400000.0,,12/31/20,43360.0,-36.27,
IRBT,NASDAQ,28130000.0,27430000.0,12/31/20,10260000.0,1.07,37.4
IRCP,NASDAQ,,,12/31/20,5109.0,-64.35,
IRDM,NASDAQ,133300000.0,116750000.0,12/31/20,5320000.0,-1.94,4.55
IRIX,NASDAQ,13900000.0,11860000.0,12/31/20,410735.0,106.94,3.46
IRL,NYSE,4920000.0,,12/31/20,4544.0,-20.2,
IRM,NYSE,288170000.0,284380000.0,12/31/20,49690000.0,-0.76,17.47
IRMD,NASDAQ,12270000.0,6210000.0,12/31/20,135649.0,-11.36,2.18
IROQ,NASDAQ,3240000.0,2170000.0,12/31/20,1672.0,-43.26,0.08
IRR,NYSE,22740000.0,,12/31/20,67030.0,30.16,
IRS,NYSE,57870000.0,57800000.0,12/31/20,98970.0,-15.46,0.17
IRT,NYSE,94840000.0,94000000.0,12/31/20,3310000.0,-68.07,3.52
IRTC,NASDAQ,28870000.0,28540000.0,12/31/20,4120000.0,4.87,14.42
IRWD,NASDAQ,160100000.0,154730000.0,12/31/20,18340000.0,-6.99,11.85
ISBC,NASDAQ,249920000.0,228570000.0,12/31/20,10130000.0,9.9,4.43
ISCF,ARCA,4700000.0,,12/31/20,14466.0,-4.88,
ISD,NYSE,33259999.0,,12/31/20,67464.0,15.01,
ISDR,AMEX,3740000.0,2130000.0,12/31/20,3591.0,-38.67,0.17
ISDX,NASDAQ,10350000.0,,12/31/20,1815.0,131.21,
ISEE,NASDAQ,89570000.0,76700000.0,12/31/20,6810000.0,82.05,8.88
ISEM,NASDAQ,850001.0,,12/31/20,523.0,423.0,
ISHG,NASDAQ,700000.0,,12/31/20,1320.0,-47.39,
ISIG,NASDAQ,1750000.0,1090000.0,12/31/20,76769.0,2185.47,7.07
ISMD,ARCA,3100000.0,,12/31/20,20154.0,18.94,
ISNS,NASDAQ,5350000.0,4170000.0,12/31/20,21569.0,-71.0,0.52
ISR,AMEX,87230000.0,86060000.0,12/31/20,822729.0,30.07,0.96
ISRA,ARCA,1680000.0,,12/31/20,1055.0,59.61,
ISRG,NASDAQ,117560000.0,116510000.0,12/31/20,1480000.0,0.86,1.27
ISSC,NASDAQ,17210000.0,11610000.0,12/31/20,5944.0,-23.01,0.05
ISTB,NASDAQ,92200000.0,,12/31/20,32267.0,-97.15,
ISTR,NASDAQ,10620000.0,9750000.0,12/31/20,60696.0,-2.35,0.62
ISZE,ARCA,800000.0,,10/15/20,72.0,1100.0,
IT,NYSE,89290000.0,86560000.0,12/31/20,962782.0,-16.6,1.11
ITAC,NASDAQ,7770000.0,,12/31/20,19348.0,2493.57,
ITACU,NASDAQ,7620000.0,,12/31/20,829.0,67.81,
ITCB,NYSE,,,12/31/20,19358.0,-37.02,
ITCI,NASDAQ,80160000.0,70010000.0,12/31/20,7570000.0,11.68,10.81
ITEQ,ARCA,2700000.0,,12/31/20,7600.0,-64.46,
ITGR,NYSE,32880000.0,32409999.0,12/31/20,963579.0,8.92,2.97
ITI,NASDAQ,40930000.0,40340000.0,12/31/20,502740.0,-3.55,1.25
ITIC,NASDAQ,1890000.0,1410000.0,12/31/20,16026.0,-10.1,1.14
ITMR,NASDAQ,14180000.0,,12/31/20,243277.0,0.37,
ITOS,NASDAQ,35040000.0,29730000.0,12/31/20,621878.0,113.05,2.09
ITOT,ARCA,373800000.0,,12/31/20,1560000.0,79.84,
ITP,AMEX,28540000.0,23120000.0,12/31/20,746392.0,31.97,3.23
ITRG,AMEX,54610000.0,48380000.0,12/31/20,152188.0,1.57,0.31
ITRI,NASDAQ,40330000.0,39930000.0,12/31/20,1070000.0,8.56,2.68
ITRM,NASDAQ,49080000.0,42240000.0,12/31/20,5870000.0,26.96,13.9
ITRN,NASDAQ,23480000.0,16260000.0,12/31/20,70615.0,10.21,0.43
ITT,NYSE,86400000.0,85840000.0,12/31/20,753672.0,-24.2,0.88
ITUB,NYSE,,4780000000.0,12/31/20,42150000.0,-9.49,0.88
ITW,NYSE,316520000.0,315270000.0,12/31/20,3670000.0,-0.08,1.16
IUS,NASDAQ,4950000.0,,12/31/20,3432.0,-14.39,
IUSB,NASDAQ,158500000.0,,12/31/20,333657.0,42.06,
IUSG,NASDAQ,115300000.0,,12/31/20,225316.0,-51.36,
IUSS,NASDAQ,1000000.0,,12/31/20,5378.0,29.56,
IUSV,NASDAQ,121350000.0,,12/31/20,310853.0,-49.05,
IVA,NASDAQ,38400000.0,37300000.0,12/31/20,177300.0,-0.06,0.48
IVAC,NASDAQ,23850000.0,22440000.0,12/31/20,266493.0,14.53,1.19
IVC,NYSE,34410000.0,32780000.0,12/31/20,4550000.0,-2.31,13.89
IVE,ARCA,145200000.0,,12/31/20,685213.0,-11.75,
IVES,ARCA,1100000.0,,12/31/20,454.0,45300.0,
IVH,NYSE,16570000.0,,12/31/20,9892.0,-65.38,
IVLU,ARCA,24600000.0,,12/31/20,36564.0,76.13,
IVOG,ARCA,4630000.0,,12/31/20,1166.0,14.76,
IVOL,ARCA,40260000.0,,12/31/20,74593.0,-85.84,
IVOO,ARCA,7300000.0,,12/31/20,34522.0,-0.74,
IVOV,ARCA,4080000.0,,12/31/20,20920.0,330.9,
IVR,NYSE,181380000.0,180980000.0,12/31/20,42410000.0,-9.57,23.44
IVR.PRA,NYSE,,,12/31/20,6811.0,-21.82,
IVR.PRB,NYSE,,,12/31/20,6192.0,11.93,
IVR.PRC,NYSE,,,12/31/20,813343.0,0.11,
IVV,ARCA,629550000.0,,12/31/20,5350000.0,21.48,
IVW,ARCA,498050000.0,,12/31/20,1890000.0,15.95,
IVZ,NYSE,459340000.0,450650000.0,12/31/20,31320000.0,1.23,6.95
IWB,ARCA,121550000.0,,12/31/20,2160000.0,-10.75,
IWC,ARCA,8350000.0,,12/31/20,96730.0,-25.03,
IWD,ARCA,318150000.0,,12/31/20,1120000.0,-43.34,
IWF,ARCA,262250000.0,,12/31/20,2890000.0,29.98,
IWFH,ARCA,200000.0,,12/31/20,29506.0,38.16,
IWL,ARCA,9750000.0,,12/31/20,65341.0,41.67,
IWM,ARCA,308050000.0,,12/31/20,85890000.0,-21.17,
IWN,ARCA,91250000.0,,12/31/20,5820000.0,-7.66,
IWO,ARCA,40750000.0,,12/31/20,3140000.0,-10.77,
IWP,ARCA,147050000.0,,12/31/20,5100000.0,29.41,
IWR,ARCA,362850000.0,,12/31/20,1760000.0,27.52,
IWS,ARCA,121100000.0,,12/31/20,762687.0,-1.87,
IWV,ARCA,47750000.0,,12/31/20,326487.0,-6.07,
IWX,ARCA,15750000.0,,12/31/20,28304.0,-12.77,
IWY,ARCA,25400000.0,,12/31/20,100472.0,415.29,
IX,NYSE,262790000.0,249480000.0,12/31/20,70259.0,-31.08,0.03
IXC,ARCA,49200000.0,,12/31/20,583956.0,-46.85,
IXG,ARCA,5600000.0,,12/31/20,33646.0,136.68,
IXJ,ARCA,32700000.0,,12/31/20,155858.0,1.24,
IXN,ARCA,16500000.0,,12/31/20,180549.0,-4.07,
IXP,ARCA,4300000.0,,12/31/20,2956.0,-42.8,
IXSE,ARCA,100000.0,,12/31/20,3607.0,-0.72,
IXUS,NASDAQ,374800000.0,,12/31/20,433656.0,204.07,
IYC,ARCA,17950000.0,,12/31/20,282632.0,-0.61,
IYE,ARCA,25000000.0,,12/31/20,541536.0,60.67,
IYF,ARCA,24150000.0,,12/31/20,1870000.0,-3.24,
IYG,ARCA,8450000.0,,12/31/20,82060.0,-5.33,
IYH,ARCA,10150000.0,,12/31/20,263304.0,1.99,
IYK,ARCA,4300000.0,,12/31/20,19374.0,-30.34,
IYM,ARCA,5050000.0,,12/31/20,107726.0,-16.83,
IYR,ARCA,47450000.0,,12/31/20,8119999.0,8.66,
IYW,ARCA,78650000.0,,12/31/20,1530000.0,5.03,
IYY,ARCA,15250000.0,,12/31/20,55577.0,12.01,
IZEA,NASDAQ,48460000.0,45460000.0,12/31/20,1800000.0,45.51,3.96
J,NYSE,129979999.0,128800000.0,12/31/20,1730000.0,-15.29,1.35
JAAA,ARCA,2400000.0,,12/31/20,4798.0,60.95,
JACK,NASDAQ,22720000.0,22130000.0,12/31/20,2290000.0,-3.12,10.37
JAGG,ARCA,30550000.0,,12/31/20,20310.0,-46.13,
JAGX,NASDAQ,89010000.0,38490000.0,12/31/20,8540000.0,269.18,22.18
JAKK,NASDAQ,4950000.0,3360000.0,12/31/20,24339.0,-38.98,0.72
JAMF,NASDAQ,116600000.0,35680000.0,12/31/20,3330000.0,50.53,9.34
JAN,NASDAQ,2020000.0,998175.0,12/31/20,195768.0,4060.85,19.61
JAQCU,NASDAQ,,,09/15/20,,,
JAX,NYSE,15070000.0,12680000.0,12/31/20,118149.0,-1.44,0.93
JAZZ,NASDAQ,55710000.0,53770000.0,12/31/20,3460000.0,-0.47,6.43
JBGS,NYSE,132460000.0,127810000.0,12/31/20,1140000.0,4.45,0.89
JBHT,NASDAQ,105680000.0,83840000.0,12/31/20,1640000.0,-6.92,1.95
JBL,NYSE,149550000.0,135950000.0,12/31/20,2900000.0,9.33,2.14
JBLU,NASDAQ,314460000.0,312570000.0,12/31/20,15050000.0,2.7,4.82
JBSS,NASDAQ,8820000.0,8590000.0,12/31/20,484644.0,1.33,5.64
JBT,NYSE,31730000.0,30980000.0,12/31/20,1530000.0,-9.53,4.95
JCE,NYSE,,,12/31/20,1796.0,-59.64,
JCI,NYSE,723910000.0,721190000.0,12/31/20,8730000.0,29.99,1.21
JCICU,NASDAQ,,,10/15/20,,,
JCO,NYSE,27720000.0,,12/31/20,5759.0,-32.67,
JCOM,NASDAQ,47610000.0,42930000.0,12/31/20,5460000.0,-5.63,12.72
JCS,NASDAQ,9320000.0,7070000.0,12/31/20,12181.0,2.47,0.17
JCTCF,NASDAQ,3490000.0,2350000.0,12/31/20,1621.0,-1.22,0.07
JCTR,ARCA,450000.0,,12/31/20,56.0,-96.52,
JD,NASDAQ,1330000000.0,1300000000.0,12/31/20,35890000.0,-2.72,2.76
JDD,NYSE,,,12/31/20,5023.0,-77.66,
JDIV,ARCA,500000.0,,12/31/20,501.0,-16.36,
JDST,ARCA,8680000.0,,12/31/20,1250000.0,-1.77,
JE,NYSE,48050000.0,4390000.0,12/31/20,635213.0,2.35,14.47
JEF,NYSE,255430000.0,205680000.0,12/31/20,2340000.0,-21.88,1.14
